6886	6852	2213	6864	2053
1089	6070	194	2427	4874
302	3905	10394	17205	404
6979	17519	6983	3289	4196
7056	726	10252	12065	3158
7218	7222	7219	7205	7224
7242	7243	689	5542	7260
2942	734	2691	12614	1644
734	13359	9622	800	1644
3686	2467	45551	21371	7378
7400	3176	7444	10625	14467
6758	4010	11626	4077	34583
7551	7545	7559	7552	1416
13359	734	800	781	891
7641	7640	7626	7651	7664
13359	911	734	6469	2434
3886	15726	7741	34110	19329
7819	7820	5489	7842	1644
7879	4010	1457	6758	1302
34	259	1142	1590	11717
1038	7949	1041	12345	7941
734	6070	3095	2427	11002
724	6111	35525	6094	32146
8080	8101	15827	15833	8108
32029	32032	8263	2781	8262
734	9622	5489	891	3
1137	7693	750	839	4645
7201	21162	8421	12474	21172
4918	32322	4446	32321	5091
8486	8478	8484	8490	34529
8498	1416	1419	2732	4010
8577	6680	9626	8603	8587
5	1413	13733	6340	14977
50894	33771	8281	1849	1226
270	11703	298	7715	574
8776	21636	8777	21632	5613
594	12027	257	4194	1593
3679	13514	8339	17439	8864
1819	1988	1904	608	258
7555	8968	17835	1399	18982
8991	9014	9011	9019	9012
3	6	3742	1340	288
2175	1390	28341	24428	7573
37506	11703	39829	48649	574
13359	5542	2730	9242	2720
1422	9328	9323	34012	41981
7056	11002	3170	7119	3454
389	3685	9488	1118	9395
9528	9563	9544	9548	20724
246	1245	1190	7379	2649
1226	1849	14197	10431	2183
9749	9753	9747	9756	9760
734	13359	800	6469	1644
5542	2730	5489	1391	17439
9860	9833	20750	14593	20757
5475	16706	46193	1528	320
381	361	9912	7499	4190
9956	2525	687	698	3
9983	2003	50894	5730	9980
259	1142	1590	154	5207
10115	10108	36973	10097	10110
12049	4449	18	33387	28341
2853	1894	14775	5156	5505
10228	5932	10064	7444	10232
44647	218	1818	11054	11355
10361	10371	10364	10367	10373
473	6795	3454	24185	6823
5542	6134	5489	13359	3921
11952	9891	11975	9980	9978
246	1245	56	7379	1190
236	19989	10237	16432	54
12460	7103	11674	11650	21577
3921	13359	5542	5489	6712
110	111	10731	10736	10723
10761	10755	52278	919	10758
7603	6134	1589	1588	9234
28343	17729	14539	964	965
3742	4757	3150	1391	3
41348	5259	32065	32077	32076
21123	17701	336	16183	55122
2576	2558	2586	2618	2587
3466	11002	3533	3460	23536
11103	28570	1702	11091	699
4757	12531	16784	2203	11444
11171	1608	11183	11176	1664
11199	11207	11198	11193	11208
5489	3	6070	10	1285
13714	11294	6795	8281	3434
18	3235	100	5634	924
11370	3374	428	9943	11375
246	56	192	1245	7379
11472	11456	11464	11489	11479
552	7858	2231	15015	11521
11561	2897	11550	608	891
3235	100	924	28341	5634
3541	7103	11674	11650	10658
6134	2730	1588	2720	11741
15831	13577	27015	11775	2730
5542	643	2302	194	4529
11862	11863	11882	11871	11876
1	703	1137	7693	750
11093	11950	735	875	10226
11	9365	704	11738	40566
2993	440	9503	3630	2849
3823	594	171	12027	2924
12103	4076	4190	5918	17439
1422	19230	34012	12199	9297
116	211	111	7917	179
12264	12272	12273	8506	7003
703	1137	7693	750	839
6235	3910	24620	7801	7144
775	9701	1267	4184	4123
458	3981	3800	705	13622
585	586	3193	5105	3354
56	1245	3114	7379	192
12437	12435	12433	12428	12432
246	56	1245	7379	690
12934	12682	11002	3533	3465
1284	14170	6	1340	12345
1390	7573	28341	3219	16
4112	958	38	10839	26146
4248	7763	4004	4253	15845
12854	12837	48362	20311	24776
12904	5081	5075	5024	23046
2149	756	2909	12456	3161
12948	11375	51387	22981	11364
12460	7103	21577	10658	11674
252	5591	775	985	4324
13028	13033	13030	14697	13027
13142	13138	13097	13093	893
3095	2427	6070	5542	4257
13272	5084	5085	13223	1031
429	10431	1226	10434	5338
10226	14467	13359	735	3971
6795	6823	6822	24175	24185
1535	314	1539	1556	16351
223	2427	6070	2439	4874
13518	1937	12152	13522	30024
1588	13359	11741	5491	2720
917	2151	11703	6039	7715
10394	3905	302	4618	40041
985	775	252	4184	9701
3124	9149	614	2720	21123
13913	13962	13914	19354	10807
3150	3	1280	687	3742
14021	972	4077	5123	5599
4876	16631	6935	4190	6936
7056	7119	3158	726	7053
1226	5243	1849	13714	2836
3	3742	10	1280	1285
3	27	1280	1383	14224
547	23958	11120	13782	78
14295	1457	1416	3150	6758
14330	19329	1881	14338	3886
1	1137	703	7693	750
22	14385	7954	637	7976
7838	233	18231	11619	45808
7779	31779	2871	14408	33390
8202	23958	1849	1226	493
4228	1297	970	24393	2829
3918	3884	28146	2471	34386
3379	14584	22203	14581	58399
3446	440	9503	3630	60641
1137	1	703	7693	750
1831	1740	783	5614	800
2849	3432	10430	3623	3630
2849	440	3432	1204	9503
1214	28341	1135	4122	4572
14872	14447	14883	500	493
14900	4918	5004	4043	4010
14942	14954	14961	5662	3640
14992	924	100	28341	3219
15011	5621	1383	3742	3
9830	7066	7147	9419	41955
1881	16485	14323	15080	14330
4918	2062	5055	5045	1763
15172	15144	13383	4019	18235
1038	3	1285	1536	9098
1405	13433	314	16372	13422
26	3	3742	10	1280
8675	8676	8654	32861	15657
9365	11738	40566	11	704
698	687	1285	288	3742
2942	2691	52308	34921	24218
6070	4827	4385	2439	5542
15540	15498	15545	1383	34859
3429	11314	15617	51385	3548
15651	15650	15652	12356	15648
5416	3358	8133	31100	15672
4263	6575	341	3970	9995
7599	3000	3966	33468	13309
9983	50894	15747	2003	9879
6215	2106	1920	5221	8385
8102	2659	8101	2588	2563
44972	470	15914	15901	15919
15985	15990	15988	15983	16013
917	270	7715	298	6039
252	5591	775	985	4184
259	34	1142	1590	5207
5489	4757	3	3742	11444
199	22420	22404	22392	22401
6969	24428	2175	28341	7573
770	1405	50672	17658	1387
16446	7166	4071	3640	1467
14184	14185	14330	14338	20641
3905	302	17205	40041	10394
6095	6085	24022	3358	6105
5934	5903	16567	9625	5849
16628	16644	16626	16666	16640
11717	34	1142	259	2153
5591	252	775	4324	985
783	1740	1831	5614	2126
18	3235	100	5634	593
2814	930	362	2418	16860
1661	2392	7003	1664	2456
246	56	1245	3114	7379
56	1245	7379	690	3114
16909	16913	5536	5580	16939
5591	252	775	5976	4324
17045	6217	14775	17042	8106
3226	3742	745	5549	2845
17142	9983	2003	9891	9980
46549	1881	13835	16485	15080
4061	12027	7763	16834	17818
10431	1849	5243	1848	13714
3	3742	1280	1285	27
2183	1849	1226	10431	3
17252	493	500	23958	14266
246	56	1245	3114	7379
17276	23501	23504	19115	11252
17299	10217	7401	2765	44854
7945	17354	7975	1899	19645
3307	3284	735	875	6120
17429	18347	19786	15011	5081
195	828	17473	145	7364
5591	252	4324	5976	775
28341	432	449	10168	9814
2150	2434	6469	734	816
5227	1894	15835	5505	13359
5542	13359	2730	5489	643
17718	17711	2216	2221	17739
3000	3966	18891	21366	10733
1564	17822	1568	17809	6294
233	45808	16424	240	9053
1866	3056	9416	683	8817
11703	270	7715	37506	574
440	9503	2849	3432	1204
8597	1920	17943	6215	5221
18008	37337	18772	17967	18006
1	703	1137	7693	750
39897	1314	600	587	44245
6775	7721	444	2818	31040
3	5489	6070	9860	3742
20126	18110	25000	18130	29652
11824	15287	8742	22176	5411
18240	1588	3	5491	7603
5489	4190	12501	7103	3095
8597	6215	5221	2106	8299
440	9503	2849	3432	1204
341	3970	3118	1255	6827
43	4234	42	3952	3018
3308	1268	587	8350	1071
5080	35290	246	56	650
18484	18492	18499	11975	11334
11252	9891	3666	23958	8187
18570	6758	1416	1457	1302
1661	2392	19774	58183	2564
6	3742	3	707	10
270	11703	298	7715	574
2427	4257	6070	643	3095
2151	6107	4908	917	3749
5629	17692	6035	122	11741
3354	1282	3193	7717	1343
17773	20698	45805	18885	18913
18949	18944	18945	33318	8040
18981	1416	7551	1419	3090
19055	15970	15973	19075	5055
847	1152	849	13170	5714
437	2980	3280	11002	6780
14080	5542	5489	3	6070
471	3646	3674	3686	17807
14080	11002	3656	11252	2427
417	9800	1970	3598	8020
19231	19240	9304	19219	9323
29717	20693	20685	33860	31910
1535	1534	1556	16351	1546
3	1212	5489	11252	288
1686	1154	362	101	7383
19345	10839	26867	2216	2221
642	4285	13232	34581	2763
233	45808	16424	240	9053
2426	327	1078	4874	2427
5542	2427	643	6070	689
34	1142	259	11717	1590
703	1137	7693	750	839
3685	9488	389	1118	2907
703	1	1137	7693	750
6025	4446	11127	7587	11141
27153	20482	41612	12733	13990
19689	19576	19564	19596	19590
9891	14274	19738	6141	9980
19786	9052	2478	19774	4098
734	1416	4757	6758	1391
14224	1383	8331	698	12345
11703	298	7715	37506	574
3	288	1285	687	3742
2183	1226	3	1849	10431
3	3742	1285	288	759
18	3235	593	28341	100
20094	20161	929	20081	9557
569	13754	235	8884	1333
20126	25000	29652	29664	16882
933	37	10237	77	457
3150	4010	20	20190	17
1391	1416	3090	2235	6758
8611	110	179	12221	10737
1588	3	5491	6134	1589
985	1267	5591	252	4184
6795	1951	3465	3460	8281
1590	1142	11717	154	114
5410	5491	1588	6134	336
18	3235	3219	924	593
581	1140	1137	1	703
781	891	734	13359	6469
3	1285	3742	10	288
1285	3	288	687	301
2446	17665	14811	20556	5218
20620	10058	4073	17464	25083
11703	15803	270	298	5616
20656	20666	17843	1931	20669
7763	4004	1300	8379	15844
9926	21214	20719	20717	13247
2148	7103	3541	11674	21577
3283	20755	21371	20758	20740
939	20763	3915	26687	12785
1881	15080	14323	14330	24869
660	2427	5542	6070	643
426	2774	10257	9626	10274
9611	20868	20854	20886	20865
14553	20939	20947	3297	642
1401	4757	18982	4010	6758
8306	13750	21025	10424	519
2948	4254	1033	10273	2941
571	11717	5178	5140	14397
21123	13359	2730	2720	5542
8412	8406	8422	21174	21164
5542	6070	643	689	3095
956	9131	12531	5630	3959
21247	21246	21253	16992	21282
10	288	3	683	1280
13359	734	2427	735	5489
3970	3118	1255	6827	3666
2422	10070	1376	246	2900
552	7858	1550	2231	15015
4627	21523	1038	3812	3
3235	100	28341	5634	4449
259	1142	1590	2153	154
3858	698	1285	3	6
11717	1142	259	615	1590
5491	1588	6134	13359	1589
1860	1859	734	2861	800
21636	21630	8776	21635	13151
21692	21713	21675	21674	21671
1211	1203	642	4285	43070
5485	4398	11252	4408	5542
14752	1894	4891	15680	15835
21905	16691	21916	21921	21917
6070	2427	4812	3095	194
11717	259	1142	1590	2153
703	1137	7693	750	839
34	1142	259	154	1590
11252	194	2427	8597	13359
75	32112	28341	1135	4572
6619	9778	5974	1573	22139
1589	5491	2720	1588	13359
1302	3150	3	6758	10
1848	1849	1226	10431	2836
22213	10226	11948	735	22225
1215	17641	7752	715	291
11	704	686	3140	9365
22328	6012	14723	3095	17967
3	12345	4545	3742	1280
1137	703	7693	750	839
199	1829	5549	1383	288
14576	22461	22470	8440	22460
4192	15699	48592	17290	5202
16014	22524	22522	22526	22096
2849	440	3432	1204	9503
917	2151	7715	270	298
5489	734	13359	891	781
27920	11357	1282	5105	926
24	7576	9101	17446	3622
13359	734	1859	6469	2434
5542	643	6070	689	2427
250	11717	3273	11734	14397
21019	523	18526	6817	520
18	3235	100	924	593
6070	4516	2427	89	4874
3371	6795	6803	22783	3454
440	2849	1204	3432	9503
404	1389	34581	8739	486
13359	770	5542	5489	1588
13514	17439	3679	57762	4075
4908	22919	1285	3971	1280
13714	8705	8281	44971	11294
4922	3600	5055	3326	3742
1416	4757	11444	3090	1391
2900	9785	8021	26510	29270
5280	1304	4022	3632	257
5491	6134	1588	7712	5335
23130	2763	642	4285	20338
1849	1226	13714	10431	1848
101	1188	246	1154	23187
8611	23221	23206	110	10737
1226	5338	1849	10431	1848
23292	23291	23293	9983	20298
23361	18415	23356	4876	6935
13359	734	5542	3	643
707	3	1284	1285	1280
3078	4958	2028	13682	11985
246	56	1245	7379	3114
4196	3640	3289	15378	4190
2944	576	3536	526	14197
21622	23565	28032	37136	4436
571	259	5207	14397	5178
246	56	690	1245	7379
13359	734	800	6072	9622
23744	30875	30874	448	23741
3	1285	3742	1280	6
642	4285	14551	14475	48362
23780	9866	14080	11252	23784
2181	18157	14455	2816	23809
5542	643	4516	4257	2464
240	7838	233	14723	11619
270	11703	574	7715	37506
4263	341	6575	4304	1255
1	1137	7693	750	839
2730	13359	5489	5542	1416
940	17729	965	17732	39176
587	27920	11357	5105	1282
11703	298	7715	37506	574
3742	1340	5549	3	6
25614	46272	24114	3353	611
816	5613	4180	24410	892
3261	5983	5657	9215	5279
24185	6843	6788	22783	3454
2422	10070	1376	2900	1653
2151	1702	754	3971	6107
1589	1588	6134	3	5491
1310	7074	587	4107	679
75	1214	28341	4122	1135
4516	9694	2488	643	24319
961	14388	3	8823	687
4307	8072	648	16089	5151
16877	19641	24488	14752	24040
15991	24535	24534	24406	22531
731	21123	2730	24580	24581
5946	23361	4876	18415	5959
1103	854	2384	2995	3045
2907	39690	13680	9488	386
4190	4196	4257	2763	9912
291	715	1511	1993	12512
2216	3	1285	288	3742
246	56	1245	690	7379
13785	10567	2769	24792	24785
11717	259	5178	154	1590
1881	15080	14323	24869	16485
1100	7900	3267	2320	11285
2661	7036	5505	35808	16877
18534	10567	16195	13785	8187
240	7838	233	18231	77
2574	2720	1589	1588	2730
22382	17365	25115	25086	25125
7444	10058	14467	1980	1416
469	514	5119	351	3641
270	298	11703	7715	574
259	1142	154	1590	5207
25263	9301	25249	15256	25256
3742	3150	3	1302	6758
705	1212	1391	5542	1383
1280	3	3742	1340	1285
5	1413	6340	3706	3721
16165	6954	33350	3247	1212
25368	25370	25380	25408	25390
14224	1284	12345	4333	10852
512	457	37	285	703
19215	9594	454	25472	6594
34	1142	1590	259	11717
11703	270	298	37506	7715
11252	33771	20778	18871	4398
3126	14825	3045	2384	1103
11717	14397	5178	259	5207
16485	16462	13835	46549	1881
5591	775	252	5976	4184
581	1140	1	703	29236
11741	1588	22227	5491	1589
1026	717	4170	7880	1401
10562	25739	25755	25754	25741
7551	11532	19888	33336	3122
25850	13514	10062	4190	8339
3656	1613	2630	1615	29353
3095	2427	4257	643	6070
3078	4958	13682	11985	50229
13359	5542	5489	734	5491
10103	4932	4934	11438	11530
1	703	7693	1137	750
698	3	288	3742	6
9242	11735	10025	10038	10026
26075	18485	26070	26092	26069
4958	15132	28910	28874	11645
261	25	1212	5924	6066
3	288	687	1285	478
177	5505	4891	16877	14752
924	100	18	16	3219
3235	100	5634	924	4449
5489	13359	781	734	891
26300	630	2689	26302	12887
28341	432	1418	10168	8344
500	13750	493	29805	11334
20338	34581	493	9891	1228
1	703	1137	7693	750
3823	594	171	257	2924
561	567	12051	6098	16515
9785	26500	26510	3794	417
56682	1001	50146	50129	29669
4922	3600	3082	8448	5055
11724	300	8798	13	16178
34545	8861	5148	1373	24528
3	288	1285	3742	8331
13714	44971	10431	8702	1849
2544	4891	5505	5227	4890
1137	703	7693	750	839
4112	958	12013	2216	2221
4280	18534	5756	8187	24792
30884	17773	45805	23630	45800
12022	3959	486	4618	12531
929	16832	12724	194	2418
1147	272	351	41837	352
376	9252	378	33224	13088
13785	18534	24792	24785	16195
1686	2814	930	362	101
27124	7398	3643	6395	11002
1137	1	703	7693	750
17200	26636	11735	6134	26631
100	924	3219	3235	16
14775	1894	2853	8106	27206
1588	6134	5283	5335	3156
698	4104	13024	21150	8331
1038	5549	1284	12345	8331
1011	939	3056	8817	5123
27291	13447	13415	16928	13412
5549	4545	1536	3888	707
13359	6469	5542	1877	800
27446	1019	4757	2461	2235
1212	949	2170	4046	3964
7103	8375	11002	3921	3533
2809	6120	735	875	734
3118	341	3970	6827	1255
20155	5847	2418	362	23188
1082	2427	689	3095	6070
27630	15839	27629	26636	27611
2384	3126	25165	14825	1103
11252	3	5599	1285	1038
1137	3018	581	7693	1
7272	7280	735	7260	10226
320	14959	1405	770	1386
5243	2836	1848	10431	1849
3471	15074	27810	428	3467
5489	3334	11252	12878	12614
27869	2009	27874	27871	4019
1664	644	3734	57268	8020
15534	15452	27909	12535	1054
4757	4196	11444	2203	3150
191	13840	2671	4812	1355
11054	11359	11355	7714	44647
13359	781	734	2434	891
10226	735	5489	3	734
5542	13359	643	1589	3120
303	1068	4065	2187	3093
44714	40104	32146	40108	40077
28147	28152	759	7056	11626
759	42521	3738	745	3742
1	703	1137	7693	750
28198	14938	38883	14963	15075
4257	194	689	3095	2427
259	1142	1590	11717	2153
3002	17262	29235	2750	17260
18	3235	5634	100	580
11703	37506	48649	39829	15803
1346	1927	1302	3150	6758
1383	14224	3	5599	1285
6099	17888	41189	14210	12215
39491	39461	1796	39468	39464
14646	5430	11959	23227	16321
28474	4623	4624	19364	4640
101	1188	1154	1271	930
5	1413	3706	6340	3721
3353	8133	31100	24038	3903
28599	28597	28609	7018	28604
3002	7562	21670	9083	2750
28703	9451	28688	2427	4257
1416	4010	1302	6758	3150
17290	5202	15699	15686	48592
12345	28790	966	4545	8823
11882	1284	12345	301	6
240	17772	16424	18231	233
26136	28892	28873	28910	26166
28991	12641	28995	28328	5918
29034	29045	26143	29048	29047
29093	29081	9451	29082	9803
22292	29112	5630	4757	2203
3	288	1285	1038	746
14168	3641	33771	6960	18962
1284	3742	12345	687	13918
1137	7693	750	839	590
24385	6011	4238	17262	29235
199	6193	1615	11002	1613
3	3742	1280	1285	10
36	2746	257	24124	7763
3	13359	5105	3742	1285
7738	7744	12345	20711	21214
29530	14626	1107	29524	29535
1038	5599	711	3	27
270	11703	37506	7715	366
594	257	12027	3823	3811
9891	9980	5891	6141	10027
56	1245	3114	192	7379
11717	1590	1142	34	5178
9149	614	2720	3124	7603
5542	2427	643	6070	4257
5591	775	4324	985	4184
76	2944	576	3536	526
27190	4190	4876	5485	2427
29842	29841	29850	29843	28140
17365	25086	42991	25085	22736
29858	4190	18226	5489	2427
940	17729	17724	963	8791
29909	5021	3742	10	3
29928	9603	29935	23227	29926
29976	29985	24429	29986	53806
10064	7442	1500	23956	637
556	5489	20528	1128	3165
37	10237	933	77	457
33	8740	4775	19222	33111
30090	14650	30126	18834	1055
13359	6469	2434	16183	6068
56	1245	7379	3114	690
441	2660	10431	1849	13714
850	6806	1191	992	426
3	3742	6	10	1285
3095	5542	194	643	6070
2995	5644	45	5667	41806
7900	1100	13680	9637	1118
469	514	5119	351	5656
35290	650	35315	33005	246
2900	9785	3794	417	808
643	3334	6070	5542	4874
775	985	1267	5591	252
11703	298	7715	37506	574
3686	2467	45551	21371	11841
24170	30442	30444	30445	30443
17918	19032	9912	4196	30477
6775	20750	3283	14590	9426
16187	21244	30526	22674	17044
30571	9528	20918	30562	20851
3	1285	3742	288	10
1383	14224	5621	698	6
4190	5489	4876	6070	5460
271	2187	18304	3093	8952
13359	734	800	781	1644
1191	992	426	2994	11086
2849	3432	1204	9503	3630
2900	9785	3794	808	417
1137	703	590	750	4645
3315	29669	4895	13567	313
770	1386	13422	1398	15247
19	3109	5948	16700	38462
23744	17659	23737	36788	5580
30884	17773	45805	18886	18936
20051	8873	1280	17519	3742
5591	775	4184	985	4324
34	1142	1590	615	259
30959	16113	10681	16075	3224
2972	7763	25120	4131	8841
1137	703	7693	750	839
4516	2302	689	8861	18778
31037	46073	46100	35761	11626
2809	6121	31075	875	735
18	3235	3219	28341	5634
5460	4876	361	3950	5489
31174	3099	20624	31211	16430
5	1413	6340	3706	266
31272	8187	31248	31271	31246
642	1391	5542	5489	13359
3	3742	288	10	14224
704	9365	686	3140	9310
4757	11444	3	1280	4196
579	6215	8597	5221	2106
3905	10394	40041	17205	12427
3	27	9098	3742	746
1	703	1137	7693	750
194	4529	643	2427	3095
31472	31488	20441	31481	26215
8331	288	3	3742	10
6011	1383	3	5621	3742
9891	9980	5891	11952	11975
21123	1588	2720	7603	6134
3308	1268	587	8350	27920
5807	5151	19786	31604	18347
43	4234	33255	42009	1137
3109	16700	19	1702	6110
5489	3	734	6070	9622
18200	31737	20718	38912	9156
154	114	34	1590	259
3742	2525	3	14467	7444
346	6726	16502	5588	9403
31850	19185	4148	31839	1685
3465	1849	1226	10431	4812
34	1142	1590	259	154
15206	3193	5105	7336	1343
24409	5234	31933	5227	35808
3950	819	17576	31964	31927
78	523	21019	18526	547
1347	4436	4376	21622	13319
775	985	1267	5591	252
25703	13604	24580	19505	32013
11703	298	7715	37506	574
1255	341	3970	3118	6827
56	1245	7379	3114	690
3742	3	10	746	1285
10431	13301	8705	5320	1849
15793	808	3000	417	3966
2306	10836	9786	15970	15973
11486	11456	60634	42164	51152
23598	23602	23595	20793	31090
2427	6070	3095	4874	689
3706	1413	6340	554	8828
32261	8275	3641	33771	9983
3	11252	1285	5489	12345
3971	4908	13626	13646	10814
12345	4010	687	42	22694
775	985	9701	6985	4176
12240	5526	5538	1496	28086
17729	32409	46768	8791	32422
5538	32374	12240	5526	15287
2557	32487	32471	2546	14778
259	1142	1590	11717	154
22141	32587	32616	32594	32597
10	707	3	719	27
14063	4580	32670	20985	32673
3095	643	689	2427	4257
1391	5822	1419	2743	1402
3	1285	10	5489	288
12345	10	3742	746	3
24435	29764	1536	13580	746
2702	2584	2089	50041	36297
8676	8654	15657	32855	32861
6120	1588	4872	3156	6134
14775	24928	8106	2853	1894
1228	23958	493	14266	3
194	643	4257	2302	2427
3	3742	6	288	10
11717	259	1142	1590	2153
33130	945	7593	13752	1877
526	76	14197	5451	576
583	6259	3936	13841	9473
9891	8040	33318	11952	9980
1142	154	259	1590	114
1267	19051	775	11192	985
29412	6758	19037	1302	19888
569	13754	235	8884	1333
11188	1550	15015	7858	2231
78	523	18526	6817	520
12345	6012	1038	3	7954
257	594	12027	36	7402
12783	42183	25526	32663	21189
10874	33489	33491	1473	16800
10583	10589	10546	10590	10581
16372	1405	13422	28196	314
3	1285	1280	3742	10
2309	33187	2245	36290	36291
11734	58342	11717	14397	50543
1	703	1137	7693	750
3	9098	1285	27	301
3	12345	3742	10	6
16178	8798	8814	300	11724
32858	5526	1496	1589	6285
28458	33715	33717	33719	33737
272	1147	469	847	985
703	1137	7693	12297	839
2302	2427	4257	29669	9626
809	4107	571	11710	259
6758	3947	17	3150	1302
33877	33858	33924	33884	763
1203	1211	642	43070	3297
11703	298	270	7715	15803
584	583	6259	3936	246
2427	643	194	4257	12308
2900	9785	3794	417	808
650	246	35290	56	192
2998	4173	3784	6011	16024
39675	34172	561	5531	34141
1405	486	314	16372	13413
1142	259	11717	1590	154
34	259	1142	1590	154
34234	2455	1659	1664	41653
2995	13638	3668	11196	12563
1	703	1137	7693	750
29961	29184	2989	26154	29725
14795	1848	1226	1849	2841
2797	9434	10284	9833	9860
3	1285	1280	3742	698
2428	34334	2446	2452	34338
1	703	1137	7693	750
5526	12240	1496	5538	28086
552	1550	7858	2231	15015
650	35290	35315	246	7379
5591	985	4324	4184	1267
1535	1534	1556	16351	1546
5591	252	775	985	4324
37506	11703	366	298	574
24	7576	9101	14135	17446
49	4005	14224	1383	8331
27662	34458	34456	26638	17200
11717	5178	615	34376	154
2948	1033	5263	642	2941
34583	3	3150	4757	17
158	110	10723	7779	42493
552	7858	2231	43171	15015
170	14330	4118	1913	3909
14575	3203	12474	8598	8597
20718	769	9156	22676	31737
6358	1391	10804	1212	7602
34762	1877	34737	14064	2123
2015	1719	29726	4352	10352
3095	5542	2427	689	6070
7119	7056	12308	2801	643
762	2228	3109	2520	5948
3	3742	288	10	1285
1137	1	7693	703	4645
12736	7337	2983	1288	5193
3354	3193	5105	1282	13359
985	775	1267	5591	4184
3742	3	1383	18347	14224
3261	10230	291	5983	564
34998	3236	34995	34996	35008
34	259	11717	1142	1590
12449	10273	3262	3698	2941
5263	2948	4254	2926	20338
1618	21380	58183	19774	6012
20737	4333	20699	1228	705
1391	1416	3150	1419	4010
246	1245	3114	7379	690
3235	28341	100	5634	924
44332	22825	32042	38895	52032
270	298	11703	7715	574
35266	35263	5809	24451	35272
1990	4023	5041	2795	1995
14467	7444	1285	2525	3742
816	13359	1416	781	891
6070	5542	643	2427	689
1383	14224	3742	19150	3150
14330	15726	1913	3886	8868
6371	6370	6380	6149	6400
14330	4118	1913	15726	12315
35452	20200	35428	11207	18966
11252	5485	6070	2427	5489
8597	6215	5221	2106	4118
1030	992	351	1152	40872
11002	11252	1226	3	3533
3963	5202	35534	24937	15863
771	1212	5891	3	3666
5156	24280	5505	15680	51618
11724	300	8798	1557	8814
259	1142	1590	5207	154
1226	1849	10431	8702	6020
5489	4876	2427	800	643
7056	7122	9419	7059	7119
3641	17139	12525	17142	9879
5105	3	734	9622	1282
1390	28341	7569	39488	7551
7036	2661	5227	15835	5505
1144	31292	29805	26405	78
5634	18	28341	924	12049
12345	8331	3	1285	10
7021	828	2661	7036	24391
1383	1298	14172	25464	2250
15786	15753	15730	15735	2781
60634	42164	32188	11456	51152
20754	9866	9860	23780	9833
35995	20588	6506	2438	9251
1137	703	7693	839	4645
19049	36788	36793	11779	36783
3	3150	3742	1285	288
8676	32861	8654	15657	1584
1423	486	404	2056	6789
25683	18061	17660	36072	25708
271	2187	1068	3093	36880
728	36138	2169	20296	5703
1137	7693	750	839	4645
12025	20338	4254	19155	34581
24	9101	17446	14135	3622
36186	16489	14325	16477	16468
1137	7693	703	750	4645
11444	2235	4757	2203	6650
17200	26636	27611	46169	27629
6111	6094	40104	32146	8064
5489	734	6070	11252	3
7603	2720	3315	2574	2730
19049	36788	11779	36793	36783
2750	28229	619	15844	6011
36369	36370	14040	25935	36372
1701	1708	10792	13956	38
36414	36418	4190	2732	1453
